account_id,team_id,is_current_team_member,mmr_estimate
62533910,0,False,6699
63703276,6265062,True,6335
65674469,6952473,False,6088
66228684,5037507,False,6782
66598119,6186173,True,5896
66620961,7019882,False,7110
67428263,5892936,False,5439
68007361,3214090,False,6672
68254582,6570535,False,5679
69602973,5465829,False,5488
70388657,7119284,False,7214
70663093,7036368,False,5729
70673409,7119039,False,6256
71266407,3477208,False,6099
71824981,0,False,6184
71869498,6981836,True,6752
72156367,3339205,False,6217
72312627,7203342,True,7618
73401082,6912691,False,5880
73562326,1838315,True,7789
75438820,0,False,6268
75750590,2006913,True,6292
76173488,2642725,False,6044
76600360,2006913,True,6810
76904792,7080553,False,6277
77490514,111474,True,7304
79247165,3845706,False,4897
79377767,6908054,True,6102
79809603,6406681,False,6075
79922175,6142147,False,5599
81475303,1366506,False,6204
81481903,6590719,False,6176
81852496,6209143,True,6175
82262664,2163,True,8267
82305765,7119388,False,6577
82327674,7099096,True,6986
82630959,2413217,False,5439
83867257,6711290,True,7422
84021752,4299978,False,4821
84385735,7219037,False,5762
84390306,5679840,False,5012
84429681,6288801,True,7312
84772440,350190,True,7691
84853828,7247584,False,6544
85008179,6711309,False,5209
85312703,7220281,False,5897
85367644,6682193,False,6162
85375207,7034741,False,7018
85485252,6018446,False,6067
85805514,0,False,6350
85937380,67,True,7114
85956459,6166915,False,6131
86040272,0,False,6799
86131091,6490971,False,5280
86356342,5055701,False,5844
86576108,2366517,False,6287
86698277,6214973,True,6877
86700461,2163,True,8161
86715129,7079109,True,7571
86723143,7019882,False,7052
86725175,6288801,True,7284
86726887,6214538,True,7700
86727555,6214973,True,7777
86738694,111474,True,7544
86741690,4424013,False,4797
86743641,6294145,False,6279
86744322,5070043,False,6179
86745912,39,True,8126
86747351,5949057,False,6316
86750028,5767709,False,5022
86750262,0,False,6355
86751819,2537636,True,7372
86761682,5216274,False,7229
86762037,7080553,False,5849
86765434,3624357,False,6490
86772934,6352245,False,6544
86780673,0,False,5341
86785083,6209143,True,8027
86793739,6187923,False,5189
86799300,6214973,True,7777
86802844,5167588,False,6289
86811043,3,True,6457
86818655,5679840,False,5844
86822085,6711309,False,6088
86845752,6211505,False,5978
86850560,7121518,False,6016
86861614,0,False,5218
86870856,6928546,False,7249
86874930,6820663,False,6046
86887653,6211505,False,6265
86896635,0,False,6361
86919603,4324365,False,4871
86940305,7009469,False,6056
86953414,2006913,True,6500
86953944,7235494,False,6101
86974263,2677025,True,6249
86975889,0,False,6474
87012746,543897,True,6524
87039091,5766937,False,5414
87063175,67,True,6756
87177591,6288801,True,7754
87196890,6288801,True,7068
87197791,6214570,False,7521
87276347,6214538,True,7974
87278757,1838315,True,7789
87285329,2586976,True,7716
87293485,0,False,5829
87307430,5198236,False,6087
87352234,4993072,False,5566
87360406,6797380,True,6331
87382579,7203342,True,7367
87423323,2786652,False,5540
87442297,6765426,False,6097
87586992,7119388,False,7657
87686238,6662123,False,2913
87932136,7155474,False,5996
87967499,1586918,True,4767
88153289,7101383,False,6148
88271237,2586976,True,8342
88508515,0,False,7135
88553213,5216274,False,5355
88585077,4,True,7690
88611330,7220281,False,4565
88719902,59,True,6199
88826062,7019882,False,6755
88933594,7225724,True,7080
89038430,5244665,False,5723
89114049,0,False,5563
89117038,1838315,True,6255
89137399,0,False,5009
89166519,0,False,4936
89246836,20,False,6862
89249333,6188332,False,6279
89268488,0,False,7042
89269794,7118032,True,6701
89296893,0,False,7109
89330493,6212214,False,5222
89399750,0,False,7673
89423756,6209804,True,6641
89550641,7247587,False,6716
89598554,6382740,True,6641
89603649,7171886,False,6274
89871557,3586078,False,7237
90031225,0,False,6502
90125566,6954284,False,6559
90180366,2537636,True,7128
90324740,2006913,True,7001
90373262,7218692,False,6304
90423751,6928546,False,6820
90882159,0,False,6074
90892734,5219641,True,6065
90934656,5104445,False,4630
91019997,6569755,False,5783
91064780,6953913,False,6548
91364275,7220318,False,5973
91369376,3,True,6710
91380904,2668269,False,6540
91443418,543897,True,7792
91460772,6953913,False,6819
91539960,0,False,5711
91644707,7171886,False,7413
91654584,2581813,False,6702
91730177,0,False,6051
91932652,6953913,False,6983
92028391,59,True,6426
92071256,6738815,False,5877
92214768,602634,False,5883
92231506,2922054,False,6101
92241448,5115001,False,5928
92253768,6212110,False,5913
92266340,0,False,5614
92367063,534136,True,5641
92423451,1883502,True,7908
92477990,7233180,False,6492
92590479,5066616,True,5967
92601861,5528463,True,5726
92706637,1366506,False,6267
92847434,6298307,True,6629
92855627,0,False,5399
92949094,7220047,False,6127
92968238,6461585,False,6073
93003633,5015830,False,6706
93119769,6980042,False,6205
93289364,0,False,6042
93473848,46,True,6036
93552791,7118032,True,7186
93616251,6306453,True,7200
94004717,67,True,6564
94036444,5892936,False,6420
94049589,6209143,True,8036
94054712,2586976,True,8291
94120026,6711309,False,6274
94155156,39,True,8126
94281932,6797380,True,6361
94296097,15,True,6302
94338967,6713506,True,7074
94364925,1366506,False,7177
94439767,6317311,False,6395
94738847,15,True,8099
94762375,6187657,True,6482
94786276,6288801,True,6829
94923783,7119077,True,6257
95145869,1276923,False,6361
95430068,7220047,False,7255
95804890,5098014,False,6047
95825708,2700168,False,6106
96169991,6363102,False,6500
96183976,7247587,False,6703
96189126,6953913,False,7503
96196828,7119388,False,7657
96623200,5032934,False,5423
96738880,0,False,6186
96803083,7237270,False,6122
97072681,6712769,False,6169
97235629,6712172,False,5744
97353735,0,False,5345
97590558,6214973,True,7777
97597779,5679840,False,5650
97658618,7119077,True,6300
97676580,5870608,False,6550
97975407,2892588,False,6732
98167706,7247587,False,7320
98172857,7203342,True,7356
98462965,1366506,False,6208
98878010,6207153,False,6064
98887913,5219641,True,6447
99155835,2006913,True,6963
99460568,4369407,False,5758
99539136,7204853,False,6227
99573176,6517061,False,5737
99672424,6266565,False,6145
99796146,7205175,False,6282
99803639,5892936,False,6174
99819580,0,False,4577
99881834,0,False,6110
99947395,6740428,False,5198
99983413,6765426,False,6405
100028335,0,False,6233
100058342,7233180,False,7457
100246000,5020794,False,6094
100317750,5059375,True,7071
100471531,350190,True,7691
100507647,0,False,4675
100594231,3586078,False,6216
100598959,6738815,False,5986
100616105,7098928,True,6233
100652044,5892936,False,6265
100704400,314627,False,4911
100758751,7220318,False,6482
100829013,540500,False,6425
100883708,1375614,True,6074
100895600,6187657,True,6333
101062921,5679840,False,6014
101114880,6491802,False,6009
101208242,5031582,True,6319
101240880,6352290,False,6149
101259972,5,True,7325
101356886,2163,True,7734
101375717,0,False,6079
101446572,6298307,True,6298
101450083,350190,True,7618
101460882,5031582,True,6207
101495620,0,False,5262
101525357,6306453,True,6290
101586543,5036221,True,7155
101695162,15,True,6830
101779337,5055770,True,6877
101897410,5063845,False,6333
101908305,2341812,False,6373
102020930,0,False,6075
102024536,0,False,5771
102099826,350190,True,7690
102119379,0,False,7109
102226328,0,False,4211
102500941,6493307,False,6006
102525542,6980042,False,6276
102528150,4647748,False,6124
102600341,5020794,False,5511
102644565,1836806,True,5733
103039499,1786311,False,6118
103045129,6738815,False,6164
103126502,5172824,False,6191
103275898,1375614,True,7514
103296177,6516874,False,5099
103354522,0,False,6208
103527848,2576315,False,5870
103578570,5869741,False,4635
103729052,1983234,True,4971
103735745,6214973,True,7777
103850210,7156159,False,6697
103910993,6211505,False,6111
103940975,5,True,7518
104070670,5107795,True,5891
104100326,964214,False,5017
104237213,6954941,False,5803
104275965,6953151,True,6847
104314302,0,False,5795
104334048,7247949,False,6536
104512126,7098928,True,6428
104744109,5154470,False,5650
104888934,5896013,True,6721
104890595,964214,False,5150
104968334,964214,False,5206
105040222,7218692,False,6294
105045291,67,True,7102
105178768,6381747,False,6333
105248644,2163,True,8267
105470669,0,False,6195
105599955,0,False,5813
105610776,3586078,False,6332
105663807,3334608,False,6120
105939162,0,False,6410
105974533,6982031,False,6039
106573901,1883502,True,7905
106737423,7218692,False,6416
106809101,7118032,True,6406
106863163,15,True,8142
107023378,2006913,True,6877
107081378,1520578,True,6970
107485519,6520439,False,6021
107803494,726228,True,7986
107855479,7220047,False,6942
108011225,6952364,False,6985
108221389,6465093,True,6151
108376607,6210979,False,6473
108382060,7059982,True,7613
108383863,4282493,False,5521
108452107,6214538,True,6829
108717482,5066616,True,7039
108831569,6738815,False,6078
109163420,6765426,False,6783
109455705,6712078,False,6057
109490736,0,False,6828
109512357,7233180,False,7416
109590964,7234776,False,6364
109822240,5036403,False,2588
110025307,2038409,False,5862
110090274,6590285,False,5747
110155287,0,False,6769
110194593,6211505,False,6229
110228930,6185655,True,5708
110448679,6955045,False,6483
110539311,3586078,False,6600
110541755,0,False,5649
110583422,1366506,False,6529
110605738,7266381,False,5680
110759067,6566629,True,6506
110819366,0,False,6834
110837826,5,True,6070
111015380,0,False,4107
111030315,36,True,6540
111034589,3,True,6243
111114687,4,True,7199
111150817,2581813,False,6502
111189717,7059982,True,6156
111291593,7059982,True,6368
111473138,5896013,True,6356
111533846,3258149,False,5266
111620041,39,True,8124
111750003,7217295,False,5517
112250781,7102595,False,6789
112377459,7225724,True,7133
112464030,5014799,True,6542
112531417,6187657,True,6588
112552914,6590719,False,6058
113055105,0,False,6391
113068093,0,False,4791
113152484,6590719,False,6066
113331514,6711290,True,6622
113372833,6167037,False,6801
113435203,6209166,True,7784
113457795,543897,True,7796
113619848,6908664,False,5760
113705693,0,False,6078
113735534,7156159,False,6335
113800818,1375614,True,7750
113825167,0,False,6000
113874152,7098928,True,6426
113995822,6954284,False,6609
114193693,5969957,False,6089
114239371,6382740,True,7406
114316960,4652938,False,6629
114441753,5464491,False,6787
114478105,0,False,5533
114559048,3335901,False,5903
114596500,6658434,True,6291
114619230,36,True,7474
114787051,6465093,True,6380
115102590,6797380,True,6991
115141430,7079109,True,7568
115165739,7234776,False,6426
115460159,0,False,6170
115750060,7236399,False,5938
115914180,0,False,5691
115975133,5055770,True,6154
116198063,0,False,4465
116249155,7171590,False,6704
116444256,0,False,5457
116508195,7154552,False,4866
116514161,0,False,5741
116525052,7220281,False,6084
116585378,1838315,True,7789
116591584,0,False,5285
116653360,6298652,False,5150
116762983,5802745,False,5289
116776337,5892936,False,6762
116782914,5118447,False,6505
116850318,0,False,6080
116852311,1351346,False,6193
116876282,7237270,False,5956
116881520,6928546,False,6734
116885013,7220281,False,6276
116985284,0,False,5838
117015167,7019882,False,6407
117071713,3845706,False,5408
117197143,0,False,5825
117199412,6143582,False,6326
117281554,1375614,True,7951
117311875,6270648,False,6280
117421467,36,True,7486
117483894,36,True,6461
117659724,0,False,5132
117731777,5066616,True,7326
117891932,5231224,True,6220
117956848,3,True,6302
117960951,6209804,True,6891
117990312,1077685,False,5467
118078153,7034741,False,6272
118097484,6925489,False,5679
118134220,4,True,6671
118207269,5055770,True,6629
118233883,7171886,False,7027
118305301,0,False,6198
118419316,0,False,6577
118721929,7171590,False,6454
119137163,7156159,False,6190
119180054,3214090,False,7044
119315361,7220281,False,6259
119321696,0,False,4859
119525384,0,False,5621
119535307,7118594,False,7394
119540075,6162501,False,5783
119576842,6209804,True,6618
119594755,1951061,True,6617
119631156,2672298,True,6445
119898344,6797380,True,5695
119939006,5231224,True,6464
120109512,4817649,False,5886
120303454,6846412,True,5858
120374476,6096843,False,6699
120402898,5219641,True,6343
120555439,3477208,False,5214
120569619,0,False,6181
120613892,7247949,False,6542
121052479,7119193,False,6975
121193698,5085894,False,5665
121395876,0,False,5630
121404228,3586078,False,7222
121769650,1838315,True,7789
121833213,6187657,True,6482
121917409,2659468,True,5670
121926807,0,False,4186
122049498,59,True,7266
122065811,0,False,5376
122255316,3265632,True,6731
122347180,5866960,False,5875
122445696,2639697,False,6169
122670743,2103577,False,4964
122867857,0,False,6347
122882425,5036403,False,3829
123051238,0,False,6579
123485937,6797092,False,6147
123602460,4961103,False,6121
123787524,6711290,True,7431
123820195,5767709,False,5735
123880365,5015830,False,5511
123953528,7121518,False,6218
124168390,6926658,False,6706
124438626,3477208,False,5804
124780194,2879409,False,5892
124796795,3337352,False,5652
124813229,0,False,6034
124831899,0,False,4154
124936122,5066616,True,7025
125328301,3967527,False,4947
125581247,15,True,8166
125686323,6662123,False,3602
125758635,0,False,6494
125845797,7121518,False,6410
126174633,5679840,False,5773
126212866,3214090,False,6297
126238768,7225724,True,6295
126253073,5870924,False,6427
126323933,6796462,True,6493
126397214,5325055,False,6109
126417273,543897,True,6638
126469785,0,False,5900
126598297,4817649,False,6712
127077041,7098928,True,6646
127530803,6406681,False,6275
127565532,5014799,True,6482
127617979,0,False,6221
128214794,3689321,False,5153
128367019,7107891,False,6383
128470130,3963419,False,6331
128660724,7119039,False,6252
129071882,4429098,False,6763
129340473,0,False,6240
129585121,5066616,True,7702
129645604,4817649,False,6540
129748056,6926658,False,6638
129848451,5464491,False,6130
129856548,7121518,False,6018
129958758,6209166,True,7626
130049546,5407995,False,5459
130291279,7235433,False,5492
130327734,0,False,5392
130416036,2777247,False,6429
130801103,7118032,True,6228
131043881,0,False,5411
131303632,5679840,False,5595
131330953,7057520,False,6103
131706718,7079109,True,7064
131766964,2634810,True,6234
131777279,6953335,False,6049
132291754,7119039,False,6322
132309493,3586078,False,7181
132739889,6685591,False,6935
132851371,1883502,True,7903
133066657,7136387,False,5450
133084797,0,False,6762
133558180,5014799,True,6675
133649808,4122483,False,4475
133705802,1951061,True,6022
133807400,6322636,False,5946
133885475,2776208,False,6683
133973515,0,False,3030
134121021,6166915,False,6426
134271697,4299978,False,5891
134276083,2626685,True,7576
134556694,1883502,True,7903
134566957,0,False,5752
134683396,5017210,False,6207
134711350,6926658,False,6752
134903105,1983234,True,6951
135260138,6818716,False,5590
135384059,7059982,True,6926
135389630,0,False,6207
135656964,2634810,True,6358
135878232,2626685,True,6205
136099804,2014417,False,6401
136146286,6954941,False,6084
136177710,6382740,True,6734
136178375,7077707,False,6703
136187546,6208867,False,5871
136214996,6317311,False,6425
136273116,6795049,False,5747
136335606,6143582,False,6795
136421659,6465093,True,5974
136477860,6185655,True,6552
136562659,2208748,True,5412
136575603,1375614,True,7396
136624722,0,False,5628
136737280,6566629,True,6137
136829091,3262331,True,5770
136844585,4646923,False,5816
137129583,1520578,True,6976
137193239,726228,True,7364
137272985,6209166,True,6847
137323908,0,False,6194
137855976,0,False,6226
137925613,7101255,True,6582
138543123,5066616,True,7224
138857296,5,True,7794
138885864,4425650,True,6474
139174891,6382740,True,7467
139280377,4,True,7258
139822354,6209804,True,6793
139876032,2626685,True,6413
139937922,726228,True,6502
139985766,6928940,True,6308
140153524,6209166,True,7873
140159807,5970391,False,6126
140288368,7247949,False,6599
140680642,7077707,False,6061
141010367,5216146,True,6288
141065684,6208867,False,6301
141689679,0,False,4858
141690233,6981836,True,6801
142139318,7203342,True,6610
142589406,0,False,6456
142805736,5464491,False,6330
142974425,0,False,6399
143556284,6381119,False,5810
143693439,726228,True,7028
144359718,0,False,5209
144870065,6765426,False,5969
145065875,46,True,6382
145335241,4256312,False,6211
145550466,350190,False,6330
146485028,0,False,6743
146711951,6207053,False,6473
147134765,6955045,False,6342
147508676,3783890,False,5040
148053939,3265632,True,6805
148215639,6209804,True,6740
148526973,5063845,False,6422
148826785,6710145,False,6008
148962300,1681716,False,4128
149008268,6566629,True,5787
149486894,1375614,True,6810
149809279,6768128,False,5634
150197164,6188649,False,5685
150419909,6166915,False,6642
150862738,6306453,True,5507
151069590,7019882,False,7063
151433883,4299978,False,5192
151550803,0,False,6287
151625242,3262331,True,6534
151835528,3262331,True,6296
152083285,7101663,False,5897
152455523,7019882,False,7071
152545459,2108395,True,6059
152859296,3785359,True,6430
152915953,1375614,True,7042
152960698,0,False,6503
152962063,111474,True,6455
153035705,0,False,6309
153181216,3795633,False,5325
153216158,1649132,False,4701
153749549,5231224,True,6497
153836240,2672298,True,6154
154223815,6796462,True,5993
154715080,350190,True,7691
155162307,5242529,True,6505
155332459,7119077,True,6668
155494381,2108395,True,7592
155507163,1434758,False,6223
156029808,6797380,True,6295
156328257,3785359,True,6364
156544464,6462854,True,6974
156662698,6382740,True,7397
156745021,3963419,False,6149
157031160,5085894,False,5820
157475523,4,True,6757
157557921,7101255,True,6517
157989498,2672298,True,6419
158606677,6590931,False,6301
158847773,7059982,True,6265
159020918,1883502,True,7903
159235251,6928361,False,6182
160279679,5085894,False,5546
160678812,1441092,False,6035
161042969,6634461,True,6045
162077924,3786711,False,6835
162539779,6517668,False,6218
163221251,0,False,4528
163392533,7171886,False,6903
163412639,6954284,False,7208
163497368,2643401,True,6037
163587550,1520578,True,7140
163879323,4997871,False,5285
164530809,7099096,True,6720
164532005,2108395,True,7592
164536353,4997871,True,4843
164685175,2672298,True,5855
165086162,3265632,True,6805
165839292,0,False,6468
166178728,1366506,False,6312
166458146,6209166,True,7208
166832118,3265632,True,6668
167054382,6120845,False,6661
167072778,6926658,False,6229
167346323,6982302,False,6098
167372590,5152964,True,6247
167586065,2208748,True,6299
168028715,5,True,7229
168108415,6764311,False,5958
168340162,7079109,True,6420
168385950,6462854,True,7061
169025618,7203342,True,7090
169141480,7218878,False,6678
169181898,5167588,False,7412
169359249,5059375,True,7071
169416589,6306453,True,6179
169672157,0,False,6468
169756712,0,False,6235
170569148,1983234,True,4862
170711479,0,False,6999
170913702,6212287,False,4657
171211166,6185655,True,6058
171345274,5403575,False,5961
171347136,6265062,True,6594
171597637,6265062,True,6541
171775246,6204529,False,5664
171981096,36,True,7475
172298224,2880387,False,6404
172424257,5059375,True,7071
172781504,5001936,False,6672
172852731,6659110,False,2620
173476224,2108395,True,6190
173812218,1520578,True,6161
173880329,5464491,False,5573
173971950,6954434,False,6166
173978074,3586078,False,6857
174833121,5805234,False,5442
175422910,7119468,False,5816
175463659,7118032,True,7201
176139572,6953913,False,6658
176184718,0,False,7616
176502766,5028104,False,5609
176552562,5241235,False,5728
176961039,6930513,False,6362
176974483,6980350,False,5733
176988393,5242529,True,6603
176996872,0,False,5878
177085220,7118594,False,6505
177411785,6209143,True,7887
177416702,2635099,True,7902
177648913,7247584,False,6954
177953305,7121518,False,5989
178032556,7034741,False,6368
178366364,7247587,False,6636
178638015,7235494,False,6302
178692606,7247949,False,6512
179284293,4299978,False,5369
179603165,3325252,False,5869
179773256,3262331,True,6085
179865964,7235494,False,5845
180012313,6738815,False,6459
181092754,5216146,True,6217
181716137,3785359,True,7218
181894940,0,False,6913
182325064,7101255,True,6375
182331313,726228,True,6760
182439266,2634810,True,6640
182492319,0,False,6274
182993582,46,True,5708
184138153,6408664,True,5911
184445673,3544442,False,6598
184950344,2108395,True,7590
185202677,6382242,False,6357
185646215,7101663,False,5542
186627166,6209804,True,7312
186837494,6382242,False,6127
186939694,6143582,False,6410
186977347,6926658,False,6584
187191278,7119039,False,6094
187573416,6793781,False,6402
187619311,7118594,False,6621
187824320,7247584,False,6675
187952007,2643401,True,6342
188018316,6925489,False,5891
188024905,3477208,False,5421
188398601,0,False,5599
188423794,5079620,False,6161
188884494,0,False,6376
189398048,0,False,5696
189708209,5670324,True,6654
190070708,1857163,False,6098
190710801,7019882,False,6813
190826739,7102595,False,6261
190996591,7235494,False,6398
191362875,5994834,False,5322
191458152,7077707,False,6675
192120253,7234776,False,5498
192405422,6955045,False,6356
192651991,2517160,False,4954
192914280,543897,True,7776
192981126,0,False,6599
193704726,7156159,False,6117
193884241,6765426,False,6283
194521913,7119077,True,6151
194624542,0,False,6146
194672667,3152713,False,6111
194673410,4594316,False,6374
195254520,6212110,False,6419
195353057,5679840,False,6336
195454861,0,False,4905
196331985,6381119,False,6136
196490133,6930513,False,6453
196493853,6465093,True,6402
196879301,2006913,True,6448
196931374,7119284,False,6778
197249775,0,False,5571
197547532,5014799,True,6602
197574429,7265764,False,6552
197849259,2640025,True,6902
198035908,7269169,False,6162
198161112,6634461,True,6255
198455581,5216146,True,7268
198631761,4817649,False,6704
199133117,3262331,True,7012
199222238,2640025,True,6683
199667127,6955045,False,6053
200037203,6634461,True,6054
200520919,3258149,False,4514
201594424,6185655,True,6442
201741490,6187657,True,6646
202148694,6326533,False,6670
202217968,5,True,6981
203351055,6265062,True,6436
203903869,6819720,False,5853
204019241,6018727,False,4739
205239629,6214015,False,6931
205743502,6980350,False,5731
205813150,6382740,True,7414
206144913,4817649,False,6701
207078168,7234776,False,6187
207829314,6209166,True,7873
207983361,4817649,False,6119
208163435,6349965,False,6280
208181197,1498062,False,6107
208642321,0,False,5624
208796906,7099096,True,6946
210287979,0,False,6521
211531481,6352245,False,6167
211883623,0,False,6355
211884113,0,False,6348
213146834,1857163,False,5701
214150763,5254237,False,6046
214735983,6406681,False,6003
216067541,2634810,True,6303
217386639,0,False,6186
217906387,4730935,False,5046
218500899,6516915,False,6014
219225327,7218692,False,6345
219239958,3346336,False,5183
221666230,6214538,True,7659
221743617,7077707,False,6678
222189151,3756899,False,5837
224623791,6953335,False,5807
225901083,5133522,False,4474
226340817,5231224,True,6259
228916210,5242529,True,6841
230288315,2539259,False,5790
230328929,46,True,7419
230617400,5216146,True,6546
231622898,6615306,False,6307
232033806,0,False,5054
234237646,67,True,6899
234699894,36,True,7485
236858633,6953151,True,6482
237201026,3265632,True,6287
237238721,6928546,False,6841
237325411,3785359,True,6279
237472045,7119039,False,6705
237610210,7034741,False,6741
238239590,7247584,False,6557
238595735,6349771,True,6100
239869231,5036403,False,3392
240727522,6185655,True,6171
241519559,46,True,7423
242697694,7119077,True,6792
242837510,5155149,False,6377
242885483,5992560,False,6107
242945773,0,False,4143
245373129,6711290,True,7422
248941611,7077707,False,5773
249092564,1951061,True,6215
249651648,7251279,False,6138
250114507,6953913,False,6492
250733860,5896013,True,6079
252930452,2014486,False,5806
253962772,7099096,True,6429
254025588,6902328,False,6556
254710104,6465093,True,6525
255219872,2626685,True,7576
256269737,6187093,False,5985
259363208,0,False,3341
260408033,6306453,True,6145
262367336,5970391,False,6471
266548260,0,False,4394
270924860,6207053,False,5966
275639180,3845706,False,5055
277742444,1520578,True,6526
278006984,6901766,False,6814
278599060,6849739,False,5721
283774700,0,False,5618
284821688,6662123,False,4146
285017844,2668926,False,5311
287348378,6980350,False,5003
287481472,6520439,False,6645
287858366,5050448,False,6956
288856114,4287507,False,5546
292276988,5895642,False,5405
292677016,6207053,False,5930
292921272,2672298,True,5396
293529846,3325252,False,6251
294933582,0,False,6151
295697470,6209143,True,6544
296226696,5014799,True,6912
298683250,2537636,True,7106
298726580,5269321,False,6130
298882097,0,False,6492
299213834,0,False,6967
301750126,3785359,True,7320
303099423,6214208,False,6295
303568400,6187657,True,6318
308570784,5063845,False,6125
311236557,6208885,False,6386
311360822,2586976,True,6161
314584168,5242529,True,5220
315657960,1366506,False,6814
316217576,6167396,False,6581
316484103,2578382,False,5145
317465426,6877437,False,5986
317814449,6406681,False,6254
317880638,6953913,False,7056
323792491,6187657,True,6344
326327879,6265062,True,6546
326562941,3410884,False,6049
328056842,0,False,5761
331999484,5231224,True,6195
332410979,0,False,5264
337493609,2006913,True,5997
337575662,3586078,False,6032
339256210,0,False,5455
342340720,1520578,True,7324
343055485,0,False,5146
344861218,0,False,6936
345803031,3586078,False,6987
348703642,6658434,True,6479
349282655,7267890,False,4974
349310876,7079109,True,7197
349719643,0,False,5569
352545711,5055770,True,5283
352623024,6849739,True,6293
354185791,6658434,True,6164
355168766,7098928,True,6096
359068880,3265632,True,6802
359753316,3884692,False,5633
360647761,6265062,True,5877
360912188,1951061,True,6426
362617519,6980350,False,5167
363724571,2833354,True,6298
363871826,6462854,True,6980
369751488,3349045,True,4312
370141815,5055770,True,3863
370177319,6207053,False,5890
371082984,5067297,False,4446
371759313,5866960,False,5713
372595310,0,False,6688
375507918,7225724,True,5930
376376587,4,True,6295
378786336,7035716,False,5103
380320771,0,False,5012
381253334,4817649,False,5813
382225911,6143582,False,6365
385750274,5327206,True,6335
386545209,0,False,5753
387748352,6980592,False,6156
389033587,3785359,True,7336
390217220,7215077,False,6153
394879200,6465093,True,6001
397462905,2626685,True,5581
399885807,6516915,False,6069
401653350,6207053,False,5889
401792574,111474,True,7576
402103349,7234152,False,5709
405535223,4983405,False,6186
407321629,7253059,False,6754
410485012,0,False,5633
412413765,6908054,True,6216
412753955,543897,True,6500
412758827,5892936,False,5944
425075046,0,False,4937
426764440,2581813,False,6358
433962427,0,False,4862
447402880,0,False,5884
468599935,7059982,True,7582
470392491,6615678,True,6105
480412663,2006913,True,6333
486157553,6658167,False,6815
840005878,6658434,True,5015
841756969,0,False,4548
847621405,0,False,2887
849271412,6270648,False,4062
869108920,6953335,False,5399
876110702,6462854,True,7008
893135754,7247949,False,7338
